local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm25,so2,t,w,wg,pm10,dew,r,wd,d,pm1
2020-03-26,06:00:00,"83, Perry Street, Barrie, Central Ontario, Ontario, L4N 2G5, Canada",44.382361,-79.702306,82,,61.5,13.7,12.1,1004.0,82.0,,2.7,3.0,8.5,,,,,,
2020-03-26,03:00:00,"Ward, Sumter County, Alabama, United States of America",32.36253,-88.27792,23,,100.0,,1.6,1013.8,23.0,,12.0,1.5,9.2,,12.0,,,,
2020-03-26,03:00:00,"Singing River Hospital, 2809, Denny Avenue, East Side, Pascagoula, Jackson County, Mississippi, 39581, United States of America",30.377501,-88.533897,53,,93.0,1.0,22.4,1013.2,53.0,1.5,20.0,0.7,7.2,,19.0,,,,
2020-03-26,03:00:00,"Airport Road, Lazy Acre's Trailer Court, Crow Wing, Minnesota, 56401, United States of America",46.3944,-94.1433,21,,79.0,,17.6,1012.1,21.0,,-3.0,1.5,9.7,,-6.0,,,,
2020-03-26,04:00:00,"978, Airport Road, Healdton, Carter County, Oklahoma, 73438, United States of America",34.256901,-97.474197,61,,81.0,,35.2,1005.5,61.0,,20.0,,,24.0,,,,,
2020-03-26,03:00:00,"3461, Greenbush Street, Eastwitch, Lafayette, Tippecanoe County, Indiana, 47905, United States of America",40.4316,-86.8525,58,,81.0,,,1010.8,58.0,,10.0,1.5,9.7,,7.0,,,,
2020-03-26,04:00:00,"Harold Drive Southwest, Bone, Floyd County, Georgia, 30165, United States of America",34.26054,-85.32333,14,,92.5,,,1013.7,14.0,,10.5,0.2,1.6,,,,,,
2020-03-26,04:00:00,"SUNY Atmospheric Sciences Research Center, ASRC Service Road, North Pole, Wilmington, Essex County, New York, 12997, United States of America",44.393136,-73.858953,10,,93.0,,34.4,1014.4,10.0,,-2.2,1.3,,,,,,,
2020-03-26,04:00:00,"Western Connecticut State University, Bates Place, Germantown, Danbury, Fairfield, Connecticut, 06810, United States of America",41.4014,-73.4447,26,,80.0,,14.7,1017.2,26.0,,0.0,1.5,8.2,10.0,-3.0,,,,
2020-03-26,02:00:00,"Merc Playhouse, 3rd Avenue, Twisp, Okanogan County, Washington, 98856, United States of America",48.36451,-120.12113,26,,58.0,,,1010.2,26.0,,-1.6,3.0,6.0,,,,,,
2020-03-26,00:00:00,"Oak Harbor Middle School, 150, Southwest 6th Avenue, Oak Harbor, Island County, Washington, 98277, United States of America",48.2944,-122.66,23,,81.0,,23.3,1018.9,16.0,1.5,6.0,2.0,10.8,,3.0,,,,
2020-03-26,03:00:00,"Kansas Neurological Institute, 3107, Southwest 21st Street, Highland Park, Topeka, Shawnee County, Kansas, 66604, United States of America",39.0242,-95.7114,44,,79.0,,10.4,1003.0,44.0,,12.2,1.0,4.0,12.0,,,,,
2020-03-26,04:00:00,"1852, Avenue Saint-Marc, Shawinigan, Mauricie, Québec, G9N 1P6, Canada",46.5526339,-72.7439004,40,0.2,77.5,,24.8,1019.8,40.0,,1.9,0.5,1.0,,,,,,
2020-03-26,04:00:00,"Playground World, Outerbelt East Freeway, Orange, Cuyahoga County, Ohio, 44122, United States of America",41.4409,-81.4949,48,3.5,87.9,6.5,,1012.2,48.0,,7.7,3.7,9.2,,,,,,
2020-03-26,02:00:00,"2200, High Street, Otto, Glassport, Allegheny County, Pennsylvania, 15045, United States of America",40.3260845,-79.8836674,127,,93.0,12.1,0.8,1014.8,127.0,1.5,3.0,4.1,9.2,,2.0,,,,
2020-03-26,04:00:00,"5108, Meadowside Lane, Sycamore Acres, Bethesda, Montgomery County, Maryland, 20855, United States of America",39.114399,-77.106903,50,,93.0,,4.8,1017.4,50.0,,6.1,0.2,1.0,,,,,,
2020-03-26,01:00:00,"Darrington Elementary School, Emens Avenue, Darrington, Snohomish County, Washington, 98241, United States of America",48.2468,-121.6031,8,,2.0,,,1013.5,8.0,,2.9,0.5,0.6,,,,,,
2020-03-26,02:00:00,"Harrison Middle School, South 16th Street, Midvale, Sunnyside, Yakima County, Washington, 98944, United States of America",46.32033,-119.9981,27,,84.5,,,1016.1,27.0,,-2.7,1.0,2.5,3.0,,,,,
2020-03-26,01:00:00,"2112, North Boyer Avenue, Sandpoint, Bonner County, Idaho, 83864, United States of America",48.292141,-116.556656,21,,96.0,,4.0,1012.5,21.0,,0.0,2.3,8.2,5.0,-0.5,,,,
2020-03-26,02:00:00,"Ernest Hemingway Elementary, Hemingway Lane, Ketchum, Blaine County, Idaho, 83340, United States of America",43.682489,-114.371231,5,,64.3,,,1008.9,5.0,,-8.8,2.3,5.6,,,,,,
2020-03-26,01:00:00,"Edwards Canyon Road, Buckhorn, Piru, Ventura County, California, United States of America",34.40426,-118.80991,15,4.5,85.5,10.2,15.2,1022.3,9.0,,5.2,0.3,2.0,8.0,,,,,
2020-03-26,00:00:00,"1555, Santiago Drive, Whitney Ranch, Henderson, Clark County, Nevada, 89014, United States of America",36.0487,-115.05294,116,0.1,41.1,1.1,18.7,1008.4,64.0,0.2,9.8,7.5,18.0,116.0,,,,,
2020-03-26,02:00:00,"Cholla Road, La Paz County, Arizona, United States of America",34.243889,-113.558611,20,,51.0,,19.5,1009.2,9.0,,11.6,3.0,6.0,11.0,,,,,
2020-03-26,02:00:00,"Mauriceville Volunteer Fire Department, Cohenour Road, Mauriceville, Orange County, Texas, 77630, United States of America",30.1946263,-93.8672095,63,,88.0,6.4,26.4,1013.2,63.0,,22.0,0.5,7.7,,20.0,,,,
2020-03-26,06:00:00,"Oak Hall, 1029, Main Street West, Westdale, Hopkins Corners, Hamilton, Golden Horseshoe, Ontario, L8S 4R9, Canada",43.257444,-79.90775,50,3.3,88.0,23.9,3.2,1012.0,50.0,0.9,0.5,0.2,1.0,,,,,,
2020-03-26,04:00:00,"27, South Mountain Road, Centenary, New City, Town of Clarkstown, Rockland County, New York, 10970, United States of America",41.182101,-74.028167,18,2.7,94.0,19.7,21.6,1018.4,18.0,,-2.2,0.2,0.5,,,,,,
2020-03-26,01:00:00,"First Church of Christ Scientist, Church Street, Yuba City, Sutter County, California, 905, United States of America",39.13876,-121.61872,21,,93.0,5.6,16.8,1017.2,21.0,,3.0,2.0,11.3,8.0,2.0,,,,
2020-03-26,01:00:00,"986, South Harris Street, Fort Roosevelt, Hanford, Kings County, California, 93230, United States of America",36.31572,-119.64323,17,2.0,93.0,4.7,16.8,1017.9,9.0,0.6,7.0,1.5,9.2,2.0,6.0,,,,
2020-03-26,03:00:00,"North Parkway, Beach, Conroe, Montgomery County, Texas, 77303, United States of America",30.3503017,-95.4251278,46,2.3,93.0,8.8,13.6,1011.8,46.0,,19.0,1.0,9.7,,18.0,,,,
2020-03-26,04:00:00,"1415, East Walnut Street, Joannes Park, Green Bay, Brown County, Wisconsin, 54301, United States of America",44.50729,-87.99344,48,,99.0,,26.3,1011.9,48.0,0.2,2.7,4.2,3.0,,,,,,
2020-03-26,03:00:00,"572, Laird Avenue Southeast, Warren Commercial Historic District, Trumbull Homes, Warren, Trumbull County, Ohio, 44484, United States of America",41.23172,-80.80116,13,,75.0,,,1013.8,13.0,,7.0,4.1,9.2,,3.0,,,,
2020-03-26,03:00:00,"West Buena Vista Road, Kratzville, Evansville, Vanderburgh County, Indiana, 47710, United States of America",38.0133,-87.5772,24,,86.6,5.6,24.1,1012.6,18.0,1.5,10.5,1.6,5.6,,,,,,
2020-03-26,03:00:00,"199, East Robinson Street, Hernando, DeSoto County, Mississippi, 38632, United States of America",34.8275,-89.9889,33,,98.0,,16.0,1012.0,33.0,,10.5,0.1,1.1,,,,,,
2020-03-26,02:00:00,"Warner Robins Aquanauts, 800, Marion Way, Huntington East, Honey Ridge Plantation, Warner Robins, Houston County, Georgia, 31088, United States of America",32.6056,-83.5979,45,,100.0,,,1014.8,45.0,,14.0,1.5,7.2,18.0,14.0,,,,
2020-03-25,08:00:00,"C. David Campbell Field-Corsicana Municipal Airport, Shady Creek Lane, Corsicana, Navarro County, Texas, 75109, United States of America",32.0319398,-96.3991377,53,,60.0,2.5,3.2,1013.8,53.0,,21.0,1.5,10.2,,13.0,,,,
2020-03-26,01:00:00,"North Monroe Professional Building, North Monroe Street, Town and Country, Spokane County, Washington, 99205, United States of America",47.69983,-117.42631,17,,91.0,,,1013.3,17.0,,-1.1,0.3,3.2,16.0,,,,,
2020-03-26,01:00:00,"18360, Gault Street, Reseda, Los Angeles, Los Angeles County, California, 91335, United States of America",34.1992,-118.53275,26,1.9,84.5,5.6,26.4,1016.6,2.0,,5.8,0.4,3.4,8.0,,,,,
2020-03-26,05:00:00,"Rider University, Vanderveer Drive, Sturwood Hamlet, Lawrence Township, Mercer County, New Jersey, 08648, United States of America",40.28308,-74.74264,24,,88.0,11.2,6.4,1017.3,24.0,,0.5,0.2,1.2,,,,,,
2020-03-26,02:00:00,"1589, Spalding Avenue, Bismarck, Burleigh County, North Dakota, 58501, United States of America",46.8253,-100.7681,15,2.6,84.0,9.3,15.2,1006.3,5.0,1.5,-4.7,2.2,5.6,,,,,,
2020-03-26,02:00:00,"Banks Lowman Road, Crouch, Boise County, Idaho, 83622, United States of America",44.104498,-115.972386,21,,70.7,,,1013.7,21.0,,-3.0,3.4,5.8,,,,,,
2020-03-26,03:00:00,"Hoover Elementary School, 2200, East Court Street, Hilltop Mobile Home Park, Iowa City, Johnson County, Iowa, 52245, United States of America",41.658195,-91.503471,53,,94.0,,,1008.3,53.0,0.3,7.6,2.2,5.4,,,,,,
2020-03-26,04:00:00,"Broom Road, Chambers, Pittsburg County, Oklahoma, United States of America",34.906082,-95.794128,49,,73.0,,33.6,1006.0,49.0,,21.0,4.6,9.2,18.0,16.0,,,,
2020-03-26,03:00:00,"Elkhart, Elkhart County, Indiana, 46517, United States of America",41.656944,-85.96833,29,,84.0,,,1008.9,29.0,,9.2,2.2,6.0,,,,,,
2020-03-23,05:00:00,"Southeast Magnolia Loop, Lake City, Columbia County, Florida, 32025, United States of America",30.178055555556,-82.619166666667,25,,92.2,,10.6,1023.0,25.0,0.3,20.0,0.3,1.1,,,,,,
2020-03-26,02:00:00,"Tongue River Road, Birney, Rosebud County, Montana, 59012, United States of America",45.366151,-106.48982,21,,94.5,,20.8,1009.7,1.0,,-2.7,0.7,0.2,9.0,,,,,
2020-03-26,02:00:00,"Eagle Cap Ranger Station, Highland Avenue, Enterprise, Wallowa County, Oregon, 97828, United States of America",45.426351,-117.296066,36,,90.0,,,1014.1,36.0,,-3.3,1.0,3.0,,,,,,
2020-03-26,01:00:00,"Soule Park Golf Course, 1033, East Ojai Avenue, Arbolada, Ojai, Ventura County, California, 93023, United States of America",34.44804,-119.23131,13,,91.0,1.9,10.4,1016.3,13.0,,3.8,0.5,0.2,5.0,,,,,
2020-03-26,04:00:00,"10798, Seney Avenue, Seney, Seney Township, Schoolcraft County, Michigan, 49883, United States of America",46.3454921,-85.9465471,22,,86.0,,21.6,1008.4,,,1.4,5.0,7.2,,0.0,,,,
2020-03-26,03:00:00,"2129, Parr Avenue, South Dyersburg, Dyersburg, Dyer County, Tennessee, 38024, United States of America",36.0528,-89.3819,21,,96.3,,,1013.0,21.0,,7.9,0.3,1.6,,,,,,
2020-03-26,02:00:00,"444, West Pine Street, Washington Park, Yakima, Yakima County, Washington, 98902, United States of America",46.59495,-120.51228,21,,52.8,,,1014.0,21.0,,4.1,0.5,1.8,3.0,,,,,
2020-03-26,01:00:00,"Haley Lane, Red Bluff, Tehama County, California, 96080, United States of America",40.17088,-122.25556,20,,93.0,,20.0,1016.9,17.0,,3.0,1.5,11.8,,2.0,,,,
2020-03-26,03:00:00,"Utah Driver License Division, 230 1000 E, South 1000 East, Vernal, Uintah County, Utah, 84078, United States of America",40.4525801,-109.5094572,27,0.3,82.0,7.5,27.2,1005.0,16.0,,1.65556,1.5,8.7,,-3.0,,,,
2020-03-26,05:00:00,"Hort Farm No. 3 - Greenhouse 7, Lakeside Drive, Rutgers Horticulture Research Farm 3, Lawrence Brook Manor, East Brunswick Township, Middlesex County, New Jersey, 08901, United States of America",40.46218,-74.42944,22,4.5,89.5,0.1,14.5,1018.6,22.0,1.5,0.5,0.2,0.1,,,,,,
2020-03-26,04:00:00,"Horn Point Laboratory, Horns Point Road, Whiteley, Dorchester County, Maryland, 21613, United States of America",38.5876,-76.1408,25,,89.5,,15.2,1017.4,25.0,1.5,3.8,0.2,1.0,,,,,,
2020-03-26,02:00:00,"Davidson Field, Southeast Court Street, Ochoco Pointe Neighborhood Sign, Prineville, Crook County, Oregon, 97754, United States of America",44.299787,-120.844773,28,,82.0,,,27.02,28.0,,-4.9,0.8,0.5,,,,,,
2020-03-26,04:00:00,"468, Piedmont Avenue Northeast, Upper Downtown Canton Historic District, Whittier Park, Canton, Stark County, Ohio, 44702, United States of America",40.800797,-81.372853,18,,90.0,,,1012.9,18.0,,7.2,2.6,7.2,,,,,,
2020-03-26,01:00:00,"Wickersham Elementary School, Burrowes Avenue, Lancaster, Lancaster County, Pennsylvania, 17604, United States of America",40.0467,-76.2833,53,,92.5,16.7,14.5,1017.8,53.0,1.5,4.4,0.8,0.5,11.0,,,,,
2020-03-26,03:00:00,"399, Cambria Street, Freemansburg, Northampton County, Pennsylvania, 18017, United States of America",40.6281,-75.3411,57,,94.0,16.7,1.6,1017.9,57.0,1.5,-0.9,0.6,0.3,12.0,,,,,
2020-03-26,01:00:00,"3220, Higuera Street, San Luis Obispo, San Luis Obispo County, California, 93401-8114, United States of America",35.25651,-120.6693,17,1.7,67.0,,12.1,1016.8,17.0,1.5,4.5,0.3,1.2,4.0,,,,,
2020-03-26,03:00:00,"Airport Road, Pierre, Hughes County, South Dakota, 57501, United States of America",44.373786,-100.287269,16,,96.0,,,1011.5,16.0,,-0.5,1.0,13.8,,-1.0,,,,
2020-03-26,02:00:00,"Glendale Community College, 6000, West Olive Avenue, The Citadel, Glendale, Maricopa County, Arizona, 85302, United States of America",33.569166666667,-112.19138888889,53,3.4,38.0,7.5,28.9,1009.4,53.0,0.1,16.1,4.5,8.7,19.0,,,,,
2020-03-26,05:00:00,"Narcisse Lane, Bathurst, City of Bathurst, Gloucester County, New Brunswick, E2A 1Y2, Canada",47.609528,-65.633528,30,,90.3,2.8,30.4,1020.5,30.0,,-3.8,0.8,6.6,,,,,,
2020-03-26,03:00:00,"North 22nd Street, Larkdale, Decatur, Macon County, Illinois, 62526, United States of America",39.8669,-88.9256,50,,57.0,,16.0,1009.8,50.0,,8.0,3.0,7.7,,0.0,,,,
2020-03-25,22:00:00,"Tri-County Airport, Seminole Lane, Holmes County, Florida, 32425, United States of America",30.848611111111,-85.603888888889,61,,1.0,,13.0,1014.6,61.0,,21.1,0.7,1.0,,,,,,
2020-03-26,02:00:00,"Ellensburg Public Library, 209, North Ruby Street, Holmes, Ellensburg, Kittitas County, Washington, 98926, United States of America",46.99364,-120.545,42,,75.0,,,1014.1,42.0,,-0.5,2.0,,3.0,,,,,
2020-03-26,02:00:00,"697, North Saint Charles Street, Salmon, Lemhi County, Idaho, 83467, United States of America",45.181897,-113.890285,21,33.4,72.5,,,1022.6,21.0,,-2.2,0.7,4.5,,,,,,
2020-03-26,00:00:00,"Northwest Clean Air Agency, 1600, South 2nd Street, Mount Vernon, Skagit County, Washington, 98273, United States of America",48.4102,-122.3376,23,,90.0,,23.3,1015.8,5.0,1.5,4.0,0.2,0.5,,,,,,
2020-03-26,02:00:00,"Air Monitoring Station; Nipomo-Guadalupe Road, Guadalupe Road, Callender, San Luis Obispo County, California, 93421, United States of America",35.02079,-120.56389,17,1.7,23.2,1.0,24.8,1014.4,17.0,1.5,3.3,0.5,,9.0,,,,,
2020-03-25,23:00:00,"326, Broadmoor Road, Sanford, Seminole County, Florida, 32746, United States of America",28.746111111111,-81.310555555556,38,3.7,75.0,1.0,10.6,1015.6,38.0,0.1,24.4,2.8,5.6,20.0,,,,,
2020-03-26,02:00:00,"Hare Field, Northeast Queens Lane, Maplewood Park, Hillsboro, Washington County, Oregon, 97123-4201, United States of America",45.528501,-122.972398,30,2.8,99.0,13.9,,1020.4,30.0,,-0.6,0.6,0.6,,,,,,
2020-03-26,01:00:00,"Franklin Elementary School, Southeast Dexter Street, Pullman, Whitman County, Washington, 99164, United States of America",46.7244,-117.18014,10,,95.0,,,1015.7,10.0,,-2.2,1.5,0.3,,,,,,
2020-03-26,03:00:00,"Central Avenue West, Berning Mill, St. Michael, Wright County, Minnesota, 55376, United States of America",45.2108,-93.6686,15,,42.5,,15.2,1012.0,9.0,,-1.1,0.2,1.7,,,,,,
2020-03-26,01:00:00,"22518, Placerita Canyon Road, Newhall, Santa Clarita, Los Angeles County, California, 91321, United States of America",34.38337,-118.52839,18,1.9,78.0,3.8,17.6,1015.4,9.0,,6.2,0.6,0.1,8.0,,,,,
2020-03-26,01:00:00,"Las Cruces, Doña Ana County, New Mexico, 88033, United States of America",32.27793,-106.86435,25,,35.0,,6.0,1014.2,25.0,,20.8,4.4,9.0,5.0,0.0,,267.2,,
2020-03-26,04:00:00,"Fishermen's Memorial, Pierce Island Road, Portsmouth, Rockingham County, New Hampshire, 03802, United States of America",43.075371,-70.748017,29,,86.0,,24.1,1016.9,29.0,1.5,0.0,4.1,7.7,10.0,-2.0,,,,
2020-03-26,04:00:00,"Eagle Lake Road, Somesville, Hancock County, Maine, 04609, United States of America",44.377048,-68.260902,16,,65.5,,16.3,1.0,11.0,,0.5,5.2,,,,,,,
2020-03-26,03:00:00,"1451, Old Creek Road, Meadowbrook, Pitt County, North Carolina, 27834, United States of America",35.638599,-77.358002,25,,100.0,,24.8,1018.4,5.0,,8.0,0.7,7.8,,8.0,,,,
2020-03-26,03:00:00,"McDonald Street, Highpoint Estates, Montgomery, Montgomery County, Alabama, 36114, United States of America",32.4069,-86.2564,62,,89.8,,,1011.5,62.0,,14.4,0.3,0.7,,,,,,
2020-03-26,02:00:00,"Ashland Fire Station Number 1, 479, Siskiyou Boulevard, Ashland, Jackson County, Oregon, 97520, United States of America",42.1941083,-122.70864,47,,99.0,,,1018.1,47.0,,-0.5,3.0,5.0,,,,,,
2020-03-26,01:00:00,"Tahoe City Public Utility District, 221, Fairway Drive, Comstock Acres, Tahoe City, Placer County, California, 96145, United States of America",39.166017,-120.148833,9,,87.7,,34.4,1015.6,9.0,,-6.9,0.3,0.2,15.0,,,,,
2020-03-26,02:00:00,"245, South Brooks, Mesa, Maricopa County, Arizona, 85202, United States of America",33.410277777778,-111.865,24,4.5,36.0,,24.1,1009.2,8.0,,17.1,0.4,2.8,8.0,,,,,
2020-03-26,04:00:00,"Stone School Road, Houghton Lake Heights, Houghton Lake, Roscommon Township, Roscommon County, Michigan, 48629, United States of America",44.314739,-84.7647496,59,,84.0,1.0,28.1,1007.5,59.0,,5.8,3.0,7.7,,3.5,,,,
2020-03-26,04:00:00,"Glyn Ellen, Anderson, Madison County, Indiana, 46012, United States of America",40.125557,-85.652222,28,,80.0,,,1010.9,28.0,,9.4,0.2,3.6,,,,,,
2020-03-26,04:00:00,"Trail, Lake Carmel, Kent Hills, Town of Kent, Putnam County, New York, 10512, United States of America",41.455895,-73.70974,33,3.0,100.0,12.1,16.8,1013.5,33.0,,27.2,0.2,0.4,,,,,,
2020-03-26,04:00:00,"Baseball field, State Street, Old Port, West End, Portland, Cumberland County, Maine, 04112, United States of America",43.660248,-70.268967,30,,86.5,1.4,13.5,1023.3,30.0,,0.5,3.5,8.0,,,,,,
2020-03-25,23:00:00,"1427, 74th Street North, Jungle Terrace, Pasadena, St. Petersburg, Pinellas County, Florida, 33710, United States of America",27.785833333333,-82.74,41,,88.0,0.5,11.8,1014.5,41.0,0.1,22.7,3.0,7.6,19.0,,,,,
2020-03-26,02:00:00,"1403, Wisconsin Street, Muscatine, Muscatine County, Iowa, 52761, United States of America",41.400968,-91.067957,59,3.0,82.0,,0.1,1009.7,59.0,0.3,8.1,0.2,0.6,28.0,,,,,
2020-03-26,03:00:00,"1045, Nebraska Avenue, Strawberry Hill, Fairfax, Kansas City, Wyandotte County, Kansas, 66102, United States of America",39.1175,-94.6356,27,,72.0,5.6,16.0,1003.4,27.0,1.5,15.0,6.0,23.0,12.0,,,,,
2020-03-26,01:00:00,"Queen of Angels Catholic Church, West Victoria Drive, Alpine Heights, San Diego County, California, 91901, United States of America",32.84231,-116.76784,35,,96.0,14.9,35.2,1022.7,8.0,,7.2,2.0,5.5,,,,,,
2020-03-26,02:00:00,"7600, West Starry Night Lane, Marana, Pima County, Arizona, 85743, United States of America",32.380816,-111.127157,34,1.3,31.0,5.0,21.6,1011.7,34.0,0.2,16.6,0.2,3.0,12.0,,,,,
2020-03-26,00:00:00,"3915, East 12th Street, Lubbock, Lubbock County, Texas, 79403, United States of America",33.58553,-101.78698,9,,26.4,,,1010.9,9.0,,20.1,8.6,18.4,,,,,,
2020-03-26,01:00:00,"8, Store Road, Pigeon River, Grand Portage, Cook County, Minnesota, 55605, United States of America",47.9721,-89.6908,5,,69.0,,,1012.8,5.0,,-3.0,0.2,2.5,,,,,,
2020-03-26,04:00:00,"Downtown, Cobblestone District, Buffalo, Erie County, New York, 14202, United States of America",42.8864468,-78.8783689,11,2.6,82.0,9.1,20.0,1012.3,11.0,,5.5,3.6,,,,,55.0,8.0,
2020-03-26,02:00:00,"Trail of the Coeur d'Alenes, Plummer, Benewah County, Idaho, 83851, United States of America",47.3386,-116.885902,13,67.0,93.0,,11.7,1012.3,13.0,,0.0,0.2,3.0,11.0,,,,,
2020-03-26,02:00:00,"Williams Highway, Provolt, Josephine County, Oregon, United States of America",42.290094,-123.2321,16,,89.0,,,1018.4,16.0,,1.6,0.4,0.1,,,,,,
2020-03-26,03:00:00,"Hans Christian Andersen School, 1098, Andersen Lane, Midtown Phillips, Minneapolis, Hennepin County, Minnesota, 55407, United States of America",44.9536,-93.2581,30,,89.0,,,1012.4,30.0,,0.0,0.6,0.2,,,,,,
2020-03-26,03:00:00,"Library, Kaufman, Kaufman County, Texas, 75142, United States of America",32.5649518,-96.3176773,57,,92.0,,20.0,1005.5,57.0,,21.1,4.0,8.5,,,,,,
2020-03-26,04:00:00,"North Mayo Trail, Pauley, Pikeville, Pike County, Kentucky, 41501, United States of America",37.4828,-82.5353,28,,93.0,,4.8,1014.2,28.0,,7.0,1.8,7.7,,6.0,,,,
2020-03-26,01:00:00,"1464, Loomis Trail Road, Delta, Whatcom County, Washington, 98240, United States of America",48.95074,-122.55441,19,,85.5,,12.1,1017.5,19.0,,5.1,2.7,8.0,,,,,,
2020-03-26,01:00:00,"Paradise Cinema 7, 6701, Clark Road, Paradise, Butte County, California, 95969, United States of America",39.77919,-121.59135,5,1.8,84.0,1.9,24.8,1013.1,5.0,,1.1,1.5,3.1,2.0,,,,,
2020-03-26,01:00:00,"Bruceville, Sacramento County, California, United States of America",38.30256,-121.42083,18,3.2,82.0,1.0,18.4,1016.9,5.0,5.8,6.1,0.5,3.9,10.0,,,,,
2020-03-26,01:00:00,"445, South Coffee Street, Merced, Merced County, California, 95341, United States of America",37.28177,-120.43368,38,2.3,86.5,2.8,18.4,1014.9,38.0,,5.8,0.2,2.0,3.0,,,,,
2020-03-26,03:00:00,"244, North Jackson Avenue, Pinedale, Sublette County, Wyoming, 82941, United States of America",42.8698,-109.8708,28,,75.0,1.0,28.1,1006.9,9.0,,-3.0,2.2,8.7,,-6.6,,,,
2020-03-26,03:00:00,"Sedgwick County Health Department, East 9th Drive North, Wichita, Sedgwick County, Kansas, 67214, United States of America",37.7011,-97.3139,25,,68.0,4.7,24.8,1002.1,12.0,,14.8,1.0,2.6,12.0,,,,,
2020-03-26,03:00:00,"Tavernier Drive, Fishers, Hamilton County, Indiana, 46037, United States of America",39.960884,-85.939546,36,,82.2,,,981.9,36.0,,8.6,1.0,3.5,,,,,,
2020-03-26,04:00:00,"Ernie Pyle Elementary School, West 18th Street, Glendale, Indianapolis, Marion County, Indiana, 46222, United States of America",39.7889,-86.2147,50,,89.0,,,1012.2,50.0,,5.5,0.7,2.0,,,,,,
2020-03-26,05:00:00,"120, Maxwell Street, Mitton Village, Sarnia, Lambton County, Southwestern Ontario, Ontario, N7T 4V8, Canada",42.982278,-82.405083,61,,86.0,7.6,14.5,1009.5,61.0,0.8,5.0,3.0,4.0,,,,,,
2020-03-26,03:00:00,"Summerfield Church, East 20th Street, Park Village, Cookeville, Putnam County, Tennessee, 38501, United States of America",36.1857,-85.4921,17,,96.8,,,1014.1,17.0,,7.5,0.2,1.0,,,,,,
2020-03-26,03:00:00,"Drumheller Drive, Fiddletown, Kunkletown, Eldred Township, Monroe County, Pennsylvania, 18058, United States of America",40.860004,-75.429614,46,,93.0,17.6,12.1,1015.8,46.0,1.5,-2.5,1.0,0.2,12.0,,,,,
2020-03-25,23:00:00,"Hillcrest School, Southeast 17th Street, Maricamp, Ocala, Marion County, Florida, 34471, United States of America",29.171388888889,-82.094722222222,48,,96.3,,9.4,1014.7,48.0,,20.7,0.7,0.3,,,,,,
2020-03-26,03:00:00,"929, Enrique M Barrera Parkway, San Antonio, Bexar County, Texas, 78237, United States of America",29.4239327,-98.5805051,55,,93.0,,16.8,1010.8,55.0,,20.0,2.0,8.7,,19.0,,,,
2020-03-26,03:00:00,"1022, West Grant, Cleveland, Manitowoc County, Wisconsin, 53015, United States of America",43.9149942,-87.7473085,52,,92.0,,18.4,1007.5,52.0,,3.8,4.0,8.5,16.0,,,,,
2020-03-26,03:00:00,"Virginia High School, 411, South 5th Avenue West, Franklin, Virginia, Saint Louis County, Minnesota, 55792, United States of America",47.5212,-92.5393,13,,92.0,,,1012.1,13.0,,-5.0,1.8,7.7,,-6.0,,,,
2020-03-26,02:00:00,"77, East Hudgins Street, Nogales, Santa Cruz County, Arizona, 85621, United States of America",31.337204,-110.936722,9,,44.0,,,1014.5,9.0,,14.0,1.5,10.8,9.0,2.0,,,,
2020-03-26,06:00:00,"J.W. Johnston Building, Prince Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3J 1L3, Canada",44.647175,-63.573689,40,,65.0,,,1019.1,40.0,,0.0,5.0,13.0,,,,,,
2020-03-26,01:00:00,"27737, Avenue 14, Parksdale, Madera County, California, 93638, United States of America",36.95326,-120.03419,17,,100.0,1.3,16.8,1017.6,13.0,0.6,3.0,2.5,12.8,8.0,3.0,,,,
2020-03-26,03:00:00,"1111, Beech Street, Twelve Points, Terre Haute, Vigo County, Indiana, 47804, United States of America",39.4861,-87.4014,41,,81.8,,18.4,995.5,41.0,1.5,7.5,0.1,0.1,,,,,,
2020-03-26,01:00:00,"North Bend, King County, Washington, United States of America",47.49022,-121.77278,11,,91.0,,21.0,1016.6,11.0,,2.2,0.3,1.0,,,,,,
2020-03-26,02:00:00,"3136, G Street, Baker City, Baker County, Oregon, 97814, United States of America",44.78822,-117.8446,16,,85.0,,,1014.2,16.0,,-4.0,1.5,11.3,,-6.0,,,,
2020-03-26,01:00:00,"Poleta Road, Bishop Trailer Park, Bishop, Inyo County, California, 93515, United States of America",37.366389,-118.35,34,0.9,51.0,,33.6,1009.8,6.0,,3.0,6.1,10.2,8.0,-6.0,,,,
2020-03-26,06:00:00,"24, Embree Street, Port Hawkesbury, Town of Port Hawkesbury, Nova Scotia, B9A 2R7, Canada",45.614028,-61.362122,23,,82.0,0.6,15.1,1022.3,23.0,0.1,-1.6,7.0,14.0,,,,,,
2020-03-26,04:00:00,"1767, North Eastman Road, Highland Park, Kingsport, Sullivan County, Tennessee, 37664, United States of America",36.5408,-82.5217,65,,96.0,,,1015.4,65.0,,4.5,0.1,0.1,,,,,,
2020-03-26,02:00:00,"8th Avenue East, Omak, Okanogan County, Washington, 98841, United States of America",48.39999,-119.51896,25,,63.0,,,1013.5,25.0,,-3.0,1.5,9.2,,-9.0,,,,
